Flight ID,Journey Date,Days Before Journey Date,Fare (Rupees),Fare (GBP)
23755,25/01/2023,10,8865,88.65
23756,01/02/2023,17,8886,88.86
23757,20/01/2023,5,12078,120.78
23758,03/02/2023,19,9810,98.1
23759,03/02/2023,19,9810,98.1
23760,10/02/2023,26,9810,98.1
23761,10/02/2023,26,9810,98.1
23762,17/02/2023,33,9810,98.1
23763,17/02/2023,33,9810,98.1
23764,24/02/2023,40,9810,98.1
23765,24/02/2023,40,9810,98.1
23766,03/03/2023,47,9810,98.1
23767,03/03/2023,47,9810,98.1
23768,03/02/2023,19,11277,112.77
23769,03/02/2023,19,8886,88.86
23770,10/02/2023,26,8886,88.86
23771,03/03/2023,47,8886,88.86
23772,20/01/2023,5,16268,162.68
23773,27/01/2023,12,13226,132.26
23774,10/02/2023,26,10038,100.38
23775,17/02/2023,33,10038,100.38
23776,24/02/2023,40,10038,100.38
23777,03/03/2023,47,10038,100.38
23778,20/01/2023,5,29160,291.6
23779,27/01/2023,12,14571,145.71
23780,03/02/2023,19,11818,118.18
23781,10/02/2023,26,12396,123.96
23782,16/01/2023,1,11739,117.39
23783,16/01/2023,1,12078,120.78
23784,30/01/2023,15,10136,101.36
23785,06/02/2023,22,10388,103.88
23786,13/02/2023,29,10388,103.88
23787,13/02/2023,29,9810,98.1
23788,20/02/2023,36,9810,98.1
23789,20/02/2023,36,9810,98.1
23790,27/02/2023,43,9810,98.1
23791,27/02/2023,43,9810,98.1
23792,06/03/2023,50,9810,98.1
23793,06/03/2023,50,9810,98.1
23794,30/01/2023,15,8865,88.65
23795,06/02/2023,22,9348,93.48
23796,13/02/2023,29,8886,88.86
23797,06/03/2023,50,8886,88.86
23798,30/01/2023,15,12048,120.48
23799,30/01/2023,15,12048,120.48
23800,23/01/2023,8,13226,132.26
23801,30/01/2023,15,13754,137.54
23802,06/02/2023,22,10038,100.38
23803,13/02/2023,29,11622,116.22
23804,20/02/2023,36,10038,100.38
23805,27/02/2023,43,10038,100.38
23806,06/03/2023,50,10038,100.38
23807,23/01/2023,8,24855,248.55
23808,30/01/2023,15,16792,167.92
23809,16/01/2023,1,18211,182.11
23810,30/01/2023,15,13814,138.14
23811,06/02/2023,22,11818,118.18
23812,30/01/2023,15,15659,156.59
23813,30/01/2023,15,6007,60.07
23814,28/01/2023,13,11060,110.6
23815,28/01/2023,13,11060,110.6
23816,04/02/2023,20,10388,103.88
23817,04/02/2023,20,9810,98.1
23818,28/01/2023,13,13293,132.93
23819,04/02/2023,20,11277,112.77
23820,28/01/2023,13,9558,95.58
23821,04/02/2023,20,8886,88.86
23822,11/02/2023,27,8886,88.86
23823,18/02/2023,34,8886,88.86
23824,04/03/2023,48,8886,88.86
23825,28/01/2023,13,14409,144.09
23826,28/01/2023,13,14409,144.09
23827,28/01/2023,13,13226,132.26
23828,04/02/2023,20,11622,116.22
23829,11/02/2023,27,11622,116.22
23830,18/02/2023,34,10185,101.85
23831,25/02/2023,41,10038,100.38
23832,04/03/2023,48,11622,116.22
23833,28/01/2023,13,15049,150.49
23834,04/02/2023,20,11818,118.18
23835,11/02/2023,27,11818,118.18
23836,11/02/2023,27,15448,154.48
23837,11/02/2023,27,6007,60.07
23838,12/02/2023,28,12005,120.05
23839,19/02/2023,35,10388,103.88
23840,19/02/2023,35,9810,98.1
23841,26/02/2023,42,10388,103.88
23842,26/02/2023,42,9810,98.1
23843,05/03/2023,49,9810,98.1
23844,05/03/2023,49,9810,98.1
23845,05/02/2023,21,10503,105.03
23846,12/02/2023,28,10503,105.03
23847,19/02/2023,35,8886,88.86
23848,26/02/2023,42,8886,88.86
23849,05/03/2023,49,8886,88.86
23850,22/01/2023,7,13226,132.26
23851,05/02/2023,21,11622,116.22
23852,12/02/2023,28,11622,116.22
23853,19/02/2023,35,10038,100.38
23854,26/02/2023,42,10038,100.38
23855,05/03/2023,49,12742,127.42
23856,29/01/2023,14,17699,176.99
23857,05/02/2023,21,11818,118.18
23858,12/02/2023,28,14571,145.71
23859,05/02/2023,21,17234,172.34
23860,05/02/2023,21,6007,60.07
23861,12/02/2023,28,18178,181.78
23862,12/02/2023,28,6007,60.07
23863,19/02/2023,35,15772,157.72
23864,19/02/2023,35,6007,60.07
23865,26/02/2023,42,17346,173.46
23866,26/02/2023,42,6007,60.07
23867,19/01/2023,4,11154,111.54
23868,19/01/2023,4,11154,111.54
23869,02/02/2023,18,9810,98.1
23870,02/02/2023,18,9810,98.1
23871,02/02/2023,18,11277,112.77
23872,02/02/2023,18,8886,88.86
23873,09/02/2023,25,8886,88.86
23874,16/02/2023,32,8886,88.86
23875,02/03/2023,46,8886,88.86
23876,19/01/2023,4,13226,132.26
23877,26/01/2023,11,13226,132.26
23878,09/02/2023,25,10038,100.38
23879,16/02/2023,32,10038,100.38
23880,23/02/2023,39,10038,100.38
23881,02/03/2023,46,10038,100.38
23882,19/01/2023,4,24698,246.98
23883,26/01/2023,11,21494,214.94
23884,02/02/2023,18,11818,118.18
23885,09/02/2023,25,11818,118.18
23886,31/01/2023,16,9443,94.43
23887,31/01/2023,16,9443,94.43
23888,31/01/2023,16,11403,114.03
23889,31/01/2023,16,8403,84.03
23890,14/02/2023,30,8886,88.86
23891,17/01/2023,2,13226,132.26
23892,24/01/2023,9,13226,132.26
23893,31/01/2023,16,11622,116.22
23894,07/02/2023,23,10038,100.38
23895,14/02/2023,30,10038,100.38
23896,21/02/2023,37,10038,100.38
23897,28/02/2023,44,10038,100.38
23898,24/01/2023,9,18067,180.67
23899,17/01/2023,2,16535,165.35
23900,31/01/2023,16,11818,118.18
23901,07/02/2023,23,11818,118.18
23902,24/01/2023,9,16919,169.19
23903,24/01/2023,9,6873,68.73
23904,25/01/2023,10,11060,110.6
23905,25/01/2023,10,11060,110.6
23906,01/02/2023,17,9810,98.1
23907,01/02/2023,17,9810,98.1
23908,08/02/2023,24,9810,98.1
23909,08/02/2023,24,9810,98.1
23910,15/02/2023,31,9810,98.1
23911,15/02/2023,31,9810,98.1
23912,22/02/2023,38,9810,98.1
23913,22/02/2023,38,9810,98.1
23914,01/03/2023,45,9810,98.1
23915,01/03/2023,45,9810,98.1
23916,25/01/2023,10,11823,118.23
23917,01/02/2023,17,11277,112.77
23918,25/01/2023,10,9558,95.58
23919,01/02/2023,17,8886,88.86
23920,08/02/2023,24,8886,88.86
23921,15/02/2023,31,8886,88.86
23922,01/03/2023,45,8886,88.86
23923,18/01/2023,3,13226,132.26
23924,25/01/2023,10,13226,132.26
23925,08/02/2023,24,10038,100.38
23926,15/02/2023,31,13440,134.4
23927,22/02/2023,38,10038,100.38
23928,01/03/2023,45,10038,100.38
23929,18/01/2023,3,16535,165.35
23930,25/01/2023,10,16535,165.35
23931,01/02/2023,17,11818,118.18
23932,08/02/2023,24,11818,118.18
23933,30/01/2023,15,11172,111.72
23934,30/01/2023,15,8896,88.96
23935,28/01/2023,13,11802,118.02
23936,04/02/2023,20,11277,112.77
23937,02/02/2023,18,11277,112.77
23938,31/01/2023,16,10752,107.52
23939,25/01/2023,10,14763,147.63
23940,01/02/2023,17,11277,112.77
23941,03/02/2023,19,11534,115.34
23942,10/02/2023,26,24357,243.57
23943,17/02/2023,33,19508,195.08
23944,24/02/2023,40,18948,189.48
23945,03/03/2023,47,14468,144.68
23946,20/01/2023,5,20270,202.7
23947,27/01/2023,12,18702,187.02
23948,03/02/2023,19,12333,123.33
23948,03/02/2023,19,17334,173.34
23949,10/02/2023,26,12968,129.68
23950,17/02/2023,33,11269,112.69
23951,24/02/2023,40,11269,112.69
23952,03/03/2023,47,11269,112.69
23953,27/01/2023,12,23389,233.89
23954,27/01/2023,12,26339,263.39
23955,27/01/2023,12,27522,275.22
23955,27/01/2023,12,36992,369.92
23956,16/01/2023,1,39832,398.32
23957,16/01/2023,1,20084,200.84
23958,30/01/2023,15,12654,126.54
23959,13/02/2023,29,15285,152.85
23960,20/02/2023,36,18668,186.68
23961,27/02/2023,43,14468,144.68
23962,06/03/2023,50,12619,126.19
23963,30/01/2023,15,12968,129.68
23964,13/02/2023,29,12333,123.33
23965,20/02/2023,36,11269,112.69
23966,27/02/2023,43,11269,112.69
23967,30/01/2023,15,18862,188.62
23968,30/01/2023,15,17112,171.12
23968,30/01/2023,15,21153,211.53
23969,11/02/2023,27,22868,228.68
23970,18/02/2023,34,24357,243.57
23971,25/02/2023,41,15285,152.85
23972,04/03/2023,48,15845,158.45
23973,04/02/2023,20,18702,187.02
23974,11/02/2023,27,12333,123.33
23974,11/02/2023,27,12968,129.68
23975,18/02/2023,34,12333,123.33
23976,25/02/2023,41,11269,112.69
23977,04/03/2023,48,11269,112.69
23978,28/01/2023,13,27514,275.14
23979,28/01/2023,13,22553,225.53
23980,28/01/2023,13,27522,275.22
23980,28/01/2023,13,34136,341.36
23981,22/01/2023,7,27102,271.02
23982,05/02/2023,21,12619,126.19
23983,12/02/2023,28,15285,152.85
23984,19/02/2023,35,14468,144.68
23985,26/02/2023,42,14748,147.48
23986,05/03/2023,49,12619,126.19
23987,29/01/2023,14,20976,209.76
23988,12/02/2023,28,12333,123.33
23989,19/02/2023,35,11269,112.69
23990,26/02/2023,42,11269,112.69
23991,05/03/2023,49,11269,112.69
23992,19/01/2023,4,19166,191.66
23993,09/02/2023,25,18948,189.48
23994,16/02/2023,32,19508,195.08
23995,23/02/2023,39,15845,158.45
23996,19/01/2023,4,17598,175.98
23997,02/02/2023,18,12333,123.33
23997,02/02/2023,18,12968,129.68
23998,16/02/2023,32,11269,112.69
23998,16/02/2023,32,12837,128.37
23999,23/02/2023,39,11269,112.69
24000,02/03/2023,46,11269,112.69
24001,07/02/2023,23,12619,126.19
24002,14/02/2023,30,19508,195.08
24003,21/02/2023,37,12619,126.19
24004,28/02/2023,44,14468,144.68
24005,24/01/2023,9,20270,202.7
24006,07/02/2023,23,12333,123.33
24007,14/02/2023,30,12333,123.33
24008,21/02/2023,37,11269,112.69
24008,21/02/2023,37,12837,128.37
24009,28/02/2023,44,11269,112.69
24010,18/01/2023,3,25272,252.72
24011,18/01/2023,3,20084,200.84
24012,25/01/2023,10,22868,228.68
24013,08/02/2023,24,16539,165.39
24014,15/02/2023,31,19205,192.05
24015,01/03/2023,45,15308,153.08
24016,15/02/2023,31,12837,128.37
24017,22/02/2023,38,11269,112.69
24017,22/02/2023,38,12837,128.37
24018,01/03/2023,45,11269,112.69
24019,20/01/2023,5,20662,206.62
24020,20/01/2023,5,20662,206.62
24021,27/01/2023,12,18255,182.55
24022,03/02/2023,19,11534,115.34
24023,03/02/2023,19,12654,126.54
24024,20/01/2023,5,20229,202.29
24025,20/01/2023,5,25288,252.88
24026,27/01/2023,12,17109,171.09
24027,03/02/2023,19,18103,181.03
24028,03/02/2023,19,17548,175.48
24029,03/02/2023,19,17334,173.34
24030,24/02/2023,40,11269,112.69
24031,03/03/2023,47,11269,112.69
24032,30/01/2023,15,12654,126.54
24033,23/01/2023,8,17109,171.09
24034,23/01/2023,8,30384,303.84
24035,28/01/2023,13,20662,206.62
24036,28/01/2023,13,20662,206.62
24037,04/02/2023,20,18066,180.66
24038,18/02/2023,34,10632,106.32
24039,28/01/2023,13,22911,229.11
24040,04/02/2023,20,20718,207.18
24041,04/03/2023,48,11269,112.69
24042,29/01/2023,14,25272,252.72
24043,19/02/2023,35,10632,106.32
24044,26/02/2023,42,10632,106.32
24045,22/01/2023,7,31728,317.28
24046,29/01/2023,14,21278,212.78
24047,29/01/2023,14,20976,209.76
24048,05/03/2023,49,11269,112.69
24049,02/02/2023,18,11534,115.34
24050,19/01/2023,4,19109,191.09
24051,19/01/2023,4,20229,202.29
24052,26/01/2023,11,23944,239.44
24053,02/02/2023,18,18103,181.03
24054,02/02/2023,18,17548,175.48
24055,02/03/2023,46,11269,112.69
24056,24/01/2023,9,25272,252.72
24057,24/01/2023,9,20662,206.62
24058,17/01/2023,2,24031,240.31
24059,17/01/2023,2,22911,229.11
24060,24/01/2023,9,19109,191.09
24061,28/02/2023,44,11269,112.69
24062,18/01/2023,3,25272,252.72
24063,18/01/2023,3,24031,240.31
24064,25/01/2023,10,22911,229.11
24065,01/02/2023,17,26004,260.04
24066,01/03/2023,45,11269,112.69
24067,20/01/2023,5,25272,252.72
24068,20/01/2023,5,20662,206.62
24069,20/01/2023,5,15196,151.96
24070,20/01/2023,5,20662,206.62
24071,20/01/2023,5,15196,151.96
24072,20/01/2023,5,20662,206.62
24073,03/02/2023,19,11534,115.34
24074,03/02/2023,19,11534,115.34
24075,10/02/2023,26,24357,243.57
24076,10/02/2023,26,23540,235.4
24077,10/02/2023,26,23540,235.4
24078,17/02/2023,33,18388,183.88
24079,17/02/2023,33,19508,195.08
24080,17/02/2023,33,18388,183.88
24081,24/02/2023,40,10632,106.32
24082,24/02/2023,40,17828,178.28
24083,24/02/2023,40,17828,178.28
24084,24/02/2023,40,17828,178.28
24085,03/03/2023,47,10632,106.32
24086,03/03/2023,47,14468,144.68
24087,03/03/2023,47,14468,144.68
24088,03/03/2023,47,14468,144.68
24089,20/01/2023,5,20229,202.29
24089,20/01/2023,5,24031,240.31
24090,20/01/2023,5,22191,221.91
24090,20/01/2023,5,25288,252.88
24091,20/01/2023,5,17003,170.03
24091,20/01/2023,5,20531,205.31
24092,27/01/2023,12,19109,191.09
24093,27/01/2023,12,22191,221.91
24093,27/01/2023,12,25288,252.88
24094,03/02/2023,19,12710,127.1
24094,03/02/2023,19,18103,181.03
24095,03/02/2023,19,17548,175.48
24096,20/01/2023,5,20270,202.7
24097,20/01/2023,5,15082,150.82
24097,20/01/2023,5,18516,185.16
24098,03/02/2023,19,12333,123.33
24099,16/01/2023,1,39832,398.32
24100,16/01/2023,1,20084,200.84
24101,16/01/2023,1,20084,200.84
24102,30/01/2023,15,12654,126.54
24103,30/01/2023,15,12654,126.54
24104,30/01/2023,15,12654,126.54
24105,13/02/2023,29,14468,144.68
24106,13/02/2023,29,14468,144.68
24107,13/02/2023,29,14468,144.68
24108,20/02/2023,36,16539,165.39
24109,20/02/2023,36,16539,165.39
24110,20/02/2023,36,16539,165.39
24111,27/02/2023,43,14468,144.68
24111,27/02/2023,43,17828,178.28
24112,27/02/2023,43,14468,144.68
24113,27/02/2023,43,14468,144.68
24114,06/03/2023,50,12619,126.19
24115,06/03/2023,50,12619,126.19
24116,06/03/2023,50,12619,126.19
24117,23/01/2023,8,28911,289.11
24117,23/01/2023,8,31728,317.28
24118,23/01/2023,8,17003,170.03
24119,30/01/2023,15,12710,127.1
24119,30/01/2023,15,18103,181.03
24120,23/01/2023,8,15082,150.82
24121,30/01/2023,15,12968,129.68
24122,20/02/2023,36,11269,112.69
24123,06/03/2023,50,11269,112.69
24124,11/02/2023,27,21748,217.48
24125,11/02/2023,27,22868,228.68
24126,11/02/2023,27,22868,228.68
24127,18/02/2023,34,24357,243.57
24128,18/02/2023,34,24357,243.57
24129,18/02/2023,34,24357,243.57
24130,25/02/2023,41,15285,152.85
24130,25/02/2023,41,18948,189.48
24131,25/02/2023,41,19636,196.36
24132,25/02/2023,41,15285,152.85
24133,04/03/2023,48,10632,106.32
24134,04/03/2023,48,15028,150.28
24135,04/03/2023,48,15845,158.45
24136,04/03/2023,48,15845,158.45
24137,21/01/2023,6,32439,324.39
24138,28/01/2023,13,25719,257.19
24139,04/02/2023,20,19242,192.42
24139,04/02/2023,20,20718,207.18
24140,11/02/2023,27,12333,123.33
24141,18/02/2023,34,12333,123.33
24142,25/02/2023,41,11269,112.69
24143,22/01/2023,7,24975,249.75
24144,29/01/2023,14,25272,252.72
24145,29/01/2023,14,20662,206.62
24146,05/02/2023,21,12619,126.19
24147,05/02/2023,21,12619,126.19
24148,05/02/2023,21,12619,126.19
24149,12/02/2023,28,14468,144.68
24150,12/02/2023,28,14468,144.68
24151,12/02/2023,28,14468,144.68
24152,19/02/2023,35,14468,144.68
24153,19/02/2023,35,15285,152.85
24154,19/02/2023,35,14468,144.68
24155,26/02/2023,42,14748,147.48
24155,26/02/2023,42,15285,152.85
24156,26/02/2023,42,12619,126.19
24156,26/02/2023,42,14468,144.68
24157,26/02/2023,42,12619,126.19
24157,26/02/2023,42,14468,144.68
24158,05/03/2023,49,12619,126.19
24158,05/03/2023,49,14468,144.68
24159,05/03/2023,49,14748,147.48
24159,05/03/2023,49,15285,152.85
24160,05/03/2023,49,15285,152.85
24161,22/01/2023,7,20581,205.81
24162,22/01/2023,7,27186,271.86
24162,22/01/2023,7,30384,303.84
24163,22/01/2023,7,18750,187.5
24164,29/01/2023,14,18556,185.56
24165,29/01/2023,14,20718,207.18
24166,22/01/2023,7,18554,185.54
24167,12/02/2023,28,12333,123.33
24168,19/02/2023,35,11269,112.69
24169,19/01/2023,4,19166,191.66
24170,02/02/2023,18,11534,115.34
24171,09/02/2023,25,18948,189.48
24172,09/02/2023,25,17828,178.28
24173,09/02/2023,25,17828,178.28
24174,16/02/2023,32,19508,195.08
24175,16/02/2023,32,19508,195.08
24176,16/02/2023,32,19508,195.08
24177,23/02/2023,39,15845,158.45
24178,23/02/2023,39,15845,158.45
24179,23/02/2023,39,15028,150.28
24180,02/03/2023,46,10632,106.32
24181,02/03/2023,46,12619,126.19
24182,02/03/2023,46,12619,126.19
24183,02/03/2023,46,12619,126.19
24184,19/01/2023,4,22911,229.11
24185,19/01/2023,4,19613,196.13
24186,19/01/2023,4,20531,205.31
24187,26/01/2023,11,19109,191.09
24188,26/01/2023,11,22191,221.91
24188,26/01/2023,11,25288,252.88
24189,02/02/2023,18,12710,127.1
24189,02/02/2023,18,18103,181.03
24190,02/02/2023,18,17548,175.48
24191,02/02/2023,18,12333,123.33
24192,09/02/2023,25,18702,187.02
24193,16/02/2023,32,11269,112.69
24194,17/01/2023,2,35076,350.76
24195,17/01/2023,2,15196,151.96
24196,07/02/2023,23,12619,126.19
24197,07/02/2023,23,12619,126.19
24198,07/02/2023,23,12619,126.19
24199,14/02/2023,30,18388,183.88
24200,14/02/2023,30,18388,183.88
24201,14/02/2023,30,18388,183.88
24202,21/02/2023,37,12619,126.19
24202,21/02/2023,37,14468,144.68
24203,21/02/2023,37,14748,147.48
24204,21/02/2023,37,12619,126.19
24205,28/02/2023,44,10632,106.32
24206,28/02/2023,44,14468,144.68
24207,28/02/2023,44,14468,144.68
24208,28/02/2023,44,14468,144.68
24209,17/01/2023,2,24031,240.31
24210,17/01/2023,2,22911,229.11
24211,17/01/2023,2,40279,402.79
24212,17/01/2023,2,20531,205.31
24213,31/01/2023,16,20362,203.62
24213,31/01/2023,16,20718,207.18
24214,17/01/2023,2,18516,185.16
24215,24/01/2023,9,19636,196.36
24216,07/02/2023,23,12333,123.33
24217,21/02/2023,37,11269,112.69
24217,21/02/2023,37,12837,128.37
24218,18/01/2023,3,20084,200.84
24219,25/01/2023,10,22868,228.68
24220,25/01/2023,10,22868,228.68
24221,25/01/2023,10,21748,217.48
24222,08/02/2023,24,16539,165.39
24223,08/02/2023,24,16539,165.39
24224,08/02/2023,24,16539,165.39
24225,15/02/2023,31,19205,192.05
24226,15/02/2023,31,18388,183.88
24227,15/02/2023,31,18388,183.88
24228,01/03/2023,45,10632,106.32
24229,01/03/2023,45,13179,131.79
24229,01/03/2023,45,15028,150.28
24230,01/03/2023,45,13179,131.79
24231,01/03/2023,45,13179,131.79
24232,18/01/2023,3,22581,225.81
24233,18/01/2023,3,20229,202.29
24234,18/01/2023,3,25288,252.88
24235,18/01/2023,3,17003,170.03
24236,25/01/2023,10,19109,191.09
24237,25/01/2023,10,22581,225.81
24238,25/01/2023,10,28911,289.11
24238,25/01/2023,10,31728,317.28
24239,01/02/2023,17,19802,198.02
24239,01/02/2023,17,21278,212.78
24240,01/02/2023,17,26159,261.59
24241,18/01/2023,3,15082,150.82
24242,25/01/2023,10,21988,219.88
24243,15/02/2023,31,12837,128.37
24244,22/02/2023,38,11269,112.69
24245,20/01/2023,5,21424,214.24
24246,20/01/2023,5,20270,202.7
24247,20/01/2023,5,13514,135.14
24247,20/01/2023,5,18516,185.16
24248,03/02/2023,19,17334,173.34
24249,03/02/2023,19,12333,123.33
24250,17/02/2023,33,12837,128.37
24251,24/02/2023,40,11269,112.69
24252,03/03/2023,47,11269,112.69
24253,16/01/2023,1,38264,382.64
24254,16/01/2023,1,18516,185.16
24255,23/01/2023,8,13514,135.14
24256,30/01/2023,15,12968,129.68
24257,20/02/2023,36,16270,162.7
24258,20/02/2023,36,11269,112.69
24259,06/03/2023,50,12837,128.37
24260,11/02/2023,27,12333,123.33
24261,18/02/2023,34,12968,129.68
24262,04/03/2023,48,11269,112.69
24263,22/01/2023,7,16986,169.86
24264,29/01/2023,14,21424,214.24
24265,12/02/2023,28,12333,123.33
24266,19/02/2023,35,11269,112.69
24267,26/02/2023,42,12837,128.37
24268,05/03/2023,49,11269,112.69
24269,19/01/2023,4,14164,141.64
24270,19/01/2023,4,18516,185.16
24271,02/02/2023,18,12333,123.33
24272,09/02/2023,25,18702,187.02
24273,16/02/2023,32,11269,112.69
24274,02/03/2023,46,11269,112.69
24275,17/01/2023,2,13514,135.14
24276,07/02/2023,23,17334,173.34
24277,07/02/2023,23,12333,123.33
24278,21/02/2023,37,11269,112.69
24279,28/02/2023,44,11269,112.69
24280,18/01/2023,3,15082,150.82
24281,22/02/2023,38,11269,112.69
24282,01/03/2023,45,11269,112.69
24283,27/01/2023,12,14814,148.14
24284,03/02/2023,19,11534,115.34
24285,10/02/2023,26,19205,192.05
24286,17/02/2023,33,19508,195.08
24287,24/02/2023,40,19508,195.08
24288,03/03/2023,47,15028,150.28
24289,27/01/2023,12,12596,125.96
24290,03/02/2023,19,12333,123.33
24291,10/02/2023,26,12837,128.37
24292,17/02/2023,33,11269,112.69
24293,24/02/2023,40,11269,112.69
24294,27/01/2023,12,23389,233.89
24295,27/01/2023,12,21416,214.16
24296,16/01/2023,1,20084,200.84
24297,16/01/2023,1,31992,319.92
24298,13/02/2023,29,15285,152.85
24299,20/02/2023,36,15308,153.08
24300,27/02/2023,43,18388,183.88
24301,06/03/2023,50,13179,131.79
24302,30/01/2023,15,12968,129.68
24303,06/02/2023,22,12333,123.33
24304,13/02/2023,29,11269,112.69
24305,20/02/2023,36,11269,112.69
24306,27/02/2023,43,11269,112.69
24307,30/01/2023,15,18862,188.62
24308,30/01/2023,15,17112,171.12
24309,28/01/2023,13,18310,183.1
24310,11/02/2023,27,22868,228.68
24311,18/02/2023,34,15845,158.45
24312,25/02/2023,41,15845,158.45
24313,04/03/2023,48,15845,158.45
24314,28/01/2023,13,20262,202.62
24315,28/01/2023,13,20262,202.62
24316,28/01/2023,13,17598,175.98
24317,04/02/2023,20,12333,123.33
24317,04/02/2023,20,17334,173.34
24318,11/02/2023,27,11269,112.69
24319,18/02/2023,34,11269,112.69
24320,25/02/2023,41,11269,112.69
24321,28/01/2023,13,19602,196.02
24322,28/01/2023,13,19602,196.02
24323,28/01/2023,13,21416,214.16
24324,22/01/2023,7,20662,206.62
24325,05/02/2023,21,16539,165.39
24326,12/02/2023,28,15285,152.85
24327,19/02/2023,35,18388,183.88
24328,26/02/2023,42,15308,153.08
24329,05/03/2023,49,13179,131.79
24330,22/01/2023,7,18702,187.02
24331,29/01/2023,14,17598,175.98
24332,05/02/2023,21,12333,123.33
24332,05/02/2023,21,17334,173.34
24333,12/02/2023,28,11269,112.69
24334,19/02/2023,35,11269,112.69
24335,26/02/2023,42,11269,112.69
24336,09/02/2023,25,22868,228.68
24337,16/02/2023,32,19508,195.08
24338,23/02/2023,39,15845,158.45
24339,26/01/2023,11,12596,125.96
24340,02/02/2023,18,12837,128.37
24341,23/02/2023,39,11269,112.69
24342,31/01/2023,16,12654,126.54
24343,07/02/2023,23,16539,165.39
24344,14/02/2023,30,19508,195.08
24345,21/02/2023,37,12619,126.19
24346,28/02/2023,44,14468,144.68
24347,17/01/2023,2,15082,150.82
24348,31/01/2023,16,12968,129.68
24349,07/02/2023,23,11269,112.69
24350,14/02/2023,30,11269,112.69
24351,21/02/2023,37,12333,123.33
24352,18/01/2023,3,20084,200.84
24353,25/01/2023,10,19396,193.96
24354,01/02/2023,17,11534,115.34
24355,15/02/2023,31,19205,192.05
24356,18/01/2023,3,18516,185.16
24357,25/01/2023,10,18516,185.16
24358,01/02/2023,17,12333,123.33
24359,08/02/2023,24,11269,112.69
24360,15/02/2023,31,12837,128.37
24361,22/02/2023,38,11269,112.69
24362,27/01/2023,12,12149,121.49
24363,03/02/2023,19,11534,115.34
24364,03/02/2023,19,12654,126.54
24365,10/02/2023,26,21748,217.48
24366,10/02/2023,26,21748,217.48
24367,17/02/2023,33,18388,183.88
24368,17/02/2023,33,19508,195.08
24369,17/02/2023,33,20196,201.96
24370,24/02/2023,40,15028,150.28
24371,24/02/2023,40,15028,150.28
24372,24/02/2023,40,15845,158.45
24373,03/03/2023,47,13179,131.79
24374,03/03/2023,47,15308,153.08
24375,03/03/2023,47,13179,131.79
24376,20/01/2023,5,25288,252.88
24377,03/02/2023,19,32836,328.36
24378,03/02/2023,19,18103,181.03
24379,03/02/2023,19,17334,173.34
24380,24/02/2023,40,11269,112.69
24381,03/03/2023,47,11269,112.69
24382,30/01/2023,15,12654,126.54
24383,06/02/2023,22,12619,126.19
24384,06/02/2023,22,12619,126.19
24385,13/02/2023,29,14468,144.68
24386,13/02/2023,29,14468,144.68
24387,20/02/2023,36,15845,158.45
24388,20/02/2023,36,15028,150.28
24389,20/02/2023,36,15845,158.45
24390,27/02/2023,43,18388,183.88
24391,27/02/2023,43,18388,183.88
24392,27/02/2023,43,18388,183.88
24393,06/03/2023,50,15028,150.28
24394,06/03/2023,50,15028,150.28
24395,06/03/2023,50,15028,150.28
24396,16/01/2023,1,46067,460.67
24397,23/01/2023,8,30384,303.84
24398,30/01/2023,15,22868,228.68
24399,28/01/2023,13,18310,183.1
24400,28/01/2023,13,18310,183.1
24401,04/02/2023,20,11534,115.34
24401,04/02/2023,20,16927,169.27
24402,18/02/2023,34,18388,183.88
24403,18/02/2023,34,19508,195.08
24404,25/02/2023,41,18388,183.88
24405,25/02/2023,41,19508,195.08
24406,04/03/2023,48,15028,150.28
24407,04/03/2023,48,15028,150.28
24408,28/01/2023,13,27811,278.11
24409,28/01/2023,13,22026,220.26
24410,04/02/2023,20,40564,405.64
24411,04/02/2023,20,18103,181.03
24412,28/01/2023,13,20262,202.62
24413,28/01/2023,13,20262,202.62
24414,04/02/2023,20,17334,173.34
24415,18/02/2023,34,12837,128.37
24416,04/03/2023,48,11269,112.69
24417,22/01/2023,7,20662,206.62
24418,29/01/2023,14,19166,191.66
24419,29/01/2023,14,19166,191.66
24420,29/01/2023,14,19166,191.66
24421,05/03/2023,49,15028,150.28
24422,05/03/2023,49,15028,150.28
24423,05/03/2023,49,15028,150.28
24424,22/01/2023,7,25288,252.88
24425,29/01/2023,14,18926,189.26
24426,22/01/2023,7,22544,225.44
24427,29/01/2023,14,17598,175.98
24428,05/02/2023,21,17334,173.34
24429,05/03/2023,49,11269,112.69
24430,02/02/2023,18,11534,115.34
24431,09/02/2023,25,16539,165.39
24432,09/02/2023,25,16539,165.39
24433,16/02/2023,32,15028,150.28
24434,16/02/2023,32,15845,158.45
24435,16/02/2023,32,15845,158.45
24436,02/03/2023,46,14468,144.68
24437,02/03/2023,46,14468,144.68
24438,26/01/2023,11,19613,196.13
24439,02/02/2023,18,31716,317.16
24440,02/02/2023,18,17039,170.39
24441,09/02/2023,25,16270,162.7
24442,02/03/2023,46,11269,112.69
24443,17/01/2023,2,20084,200.84
24444,17/01/2023,2,20084,200.84
24445,24/01/2023,9,20662,206.62
24446,31/01/2023,16,11534,115.34
24447,31/01/2023,16,12654,126.54
24448,14/02/2023,30,15028,150.28
24449,14/02/2023,30,15028,150.28
24450,14/02/2023,30,15845,158.45
